c52_1.txt;9841.6;0.57;9782.8;0.4
c52_2.txt;10287.6;0.67;10232.2;0.49
c52_3.txt;9456.8;0.49;9401.0;0.38
c52_4.txt;10478.4;0.47;10406.0;0.45
c52_5.txt;11183.5;0.69;11150.0;0.44
c52_6.txt;11069.5;0.64;11043.0;0.5
c52_7.txt;10456.5;0.57;10414.0;0.45
c52_8.txt;10667.0;0.69;10667.0;0.48
c52_9.txt;11568.2;0.67;11552.4;0.51
c52_10.txt;11756.8;0.7;11734.0;0.53
c52_11.txt;11044.4;0.54;11044.4;0.41
c52_12.txt;11308.6;0.61;11308.6;0.39
c52_1.txt;9841.6;0.51;9782.8;0.36
c52_2.txt;10287.6;0.56;10232.2;0.43
c52_3.txt;9456.8;0.46;9401.0;0.36
c52_4.txt;10478.4;0.44;10406.0;0.48
c52_5.txt;11183.5;0.6;11150.0;0.46
c52_6.txt;11069.5;0.59;11043.0;0.49
c52_7.txt;10456.5;0.55;10414.0;0.4
c52_8.txt;10667.0;0.7;10667.0;0.47
c52_9.txt;11568.2;0.62;11552.4;0.45
c52_10.txt;11756.8;0.68;11734.0;0.48
c52_11.txt;11044.4;0.54;11044.4;0.39
c52_12.txt;11308.6;0.56;11308.6;0.37
c52_13.txt;18581.8;0.53;18462.6;0.46
c52_14.txt;14761.6;0.54;14743.6;0.4
c52_15.txt;17109.8;0.5;17060.2;0.38
c52_16.txt;16037.0;0.51;15990.2;0.42
c52_17.txt;19282.0;0.56;19124.5;0.42
c52_18.txt;16037.5;0.51;15973.0;0.39
c52_19.txt;17705.5;0.53;17668.5;0.4
c52_20.txt;18152.0;0.64;18133.5;0.43
c52_21.txt;20070.6;0.59;20020.2;0.38
c52_22.txt;17343.2;0.59;17342.0;0.41
c52_23.txt;17464.0;0.54;17464.0;0.35
c52_24.txt;17057.8;0.71;16935.6;0.5
c52_25.txt;51746.4;0.59;51684.2;0.49
c52_26.txt;44623.4;0.52;44594.8;0.43
c52_27.txt;47806.2;0.5;47685.2;0.39
c52_28.txt;42874.0;0.56;42576.6;0.42
c52_29.txt;50905.5;0.54;50633.5;0.39
c52_30.txt;45848.0;0.59;45691.5;0.48
c52_31.txt;62028.5;0.48;61868.0;0.42
c52_32.txt;41650.5;0.56;41584.0;0.42
c52_33.txt;53516.2;0.6;53227.8;0.37
c52_34.txt;42955.0;0.55;42955.0;0.33
c52_35.txt;57259.4;0.54;57041.0;0.35
c52_36.txt;40547.4;0.63;40540.4;0.39
c52_37.txt;17007.0;0.37;13910.6;0.37
c52_38.txt;17764.6;0.45;15613.4;0.43
c52_39.txt;15323.0;0.36;12944.4;0.35
c52_40.txt;15207.8;0.39;13901.4;0.37
c52_41.txt;13554.5;0.44;13505.0;0.39
c52_42.txt;16264.0;0.44;16206.5;0.35
c52_43.txt;14229.0;0.39;13990.5;0.36
c52_44.txt;15721.0;0.41;15679.0;0.31
c52_45.txt;14788.6;0.44;14737.4;0.36
c52_46.txt;17324.4;0.46;17324.4;0.34
c52_47.txt;15041.4;0.35;14926.8;0.33
c52_48.txt;17386.8;0.45;17363.8;0.36
c52_49.txt;22438.8;0.47;20862.0;0.36
c52_50.txt;24032.4;0.44;22661.2;0.41
c52_51.txt;27130.4;0.38;26226.8;0.3
c52_52.txt;23742.8;0.46;21718.0;0.45
c52_53.txt;20953.5;0.54;20839.5;0.43
c52_54.txt;22880.5;0.46;22598.5;0.42
c52_55.txt;20533.5;0.44;20425.0;0.4
c52_56.txt;21331.0;0.49;21146.0;0.41
c52_57.txt;24369.4;0.5;24092.0;0.38
c52_58.txt;24199.0;0.47;24146.2;0.39
c52_59.txt;22127.2;0.48;22127.2;0.35
c52_60.txt;22799.8;0.49;22595.6;0.34
c52_61.txt;57956.6;0.57;57234.0;0.51
c52_62.txt;46785.2;0.53;45934.6;0.37
c52_63.txt;52078.4;0.35;51524.8;0.4
c52_64.txt;52723.4;0.52;51272.8;0.43
c52_65.txt;62404.5;0.48;62404.5;0.37
c52_66.txt;48937.0;0.6;48937.0;0.32
c52_67.txt;58268.0;0.41;58268.0;0.37
c52_68.txt;47369.0;0.42;47369.0;0.39
c52_69.txt;59227.2;0.48;58922.8;0.41
c52_70.txt;48284.2;0.61;48284.2;0.39
c52_71.txt;61553.0;0.53;61545.4;0.37
c52_72.txt;48677.8;0.5;48456.4;0.48
c52_73.txt;17040.6;0.4;17026.6;0.29
c52_74.txt;22595.8;0.34;22593.8;0.29
c52_75.txt;17905.8;0.34;17905.8;0.27
c52_76.txt;22755.8;0.3;22717.8;0.26
c52_77.txt;29283.5;0.33;23991.0;0.36
c52_78.txt;40511.0;0.4;35053.0;0.36
c52_79.txt;30069.5;0.3;23829.0;0.37
c52_80.txt;43243.0;0.41;37393.0;0.32
c52_81.txt;32451.8;0.36;25743.6;0.39
