c52_1.txt;9746.2;9746.19;0.0;199.58;280754.0;1
c52_2.txt;10120.2;10120.19;0.0;2156.82;2339911.0;1
c52_3.txt;9334.0;9333.99;0.0;50.0;72555.0;1
c52_4.txt;10332.0;10331.99;0.0;430.7;590795.0;1
c52_5.txt;11111.5;11111.5;0.0;73.16;108672.0;1
c52_6.txt;11002.5;10937.97;0.01;3600.0;5451717.0;0
c52_7.txt;10249.5;10249.5;0.0;68.98;113180.0;1
c52_8.txt;10510.0;10509.99;0.0;493.51;659225.0;1
c52_9.txt;11470.8;11470.79;0.0;369.82;524935.0;1
c52_10.txt;11561.4;11561.39;0.0;2964.85;4825402.0;1
c52_11.txt;11010.6;11010.6;0.0;38.59;63399.0;1
c52_12.txt;11249.2;11249.19;0.0;1435.59;2283996.0;1
c52_13.txt;18284.8;18284.78;0.0;1038.85;1088134.0;1
c52_14.txt;14390.2;14390.19;0.0;2353.23;2014351.0;1
c52_15.txt;16924.4;16924.39;0.0;343.33;400717.0;1
c52_16.txt;15733.0;15685.36;0.0;3600.0;3100372.0;0
c52_17.txt;18981.0;18980.98;0.0;1571.86;1942517.0;1
c52_18.txt;15919.0;15817.82;0.01;3600.0;4164397.0;0
c52_19.txt;17503.5;17503.48;0.0;454.97;448145.0;1
c52_20.txt;18056.0;18055.98;0.0;2160.97;2107254.0;1
c52_21.txt;19803.0;19802.98;0.0;1303.39;1859615.0;1
c52_22.txt;17074.8;16837.48;0.01;3600.0;5241350.0;0
c52_23.txt;17395.6;17395.59;0.0;180.74;294500.0;1
c52_24.txt;16609.8;16609.78;0.0;1772.04;2060732.0;1
c52_25.txt;51449.2;51311.61;0.0;3600.0;3231869.0;0
c52_26.txt;44427.4;44314.65;0.0;3600.0;3954350.0;0
c52_27.txt;47569.0;47568.95;0.0;2241.88;2497884.0;1
c52_28.txt;42479.6;42280.84;0.0;3600.0;3744352.0;0
c52_29.txt;50492.5;50492.45;0.0;3350.71;3203004.0;1
c52_30.txt;45420.0;45154.54;0.01;3600.0;3958033.0;0
c52_31.txt;61766.5;61678.62;0.0;3600.0;3636338.0;0
c52_32.txt;41341.5;41341.46;0.0;381.92;476358.0;1
c52_33.txt;52902.6;52817.51;0.0;3600.0;3582037.0;0
c52_34.txt;42955.0;42954.96;0.0;442.54;720897.0;1
c52_35.txt;56869.8;56869.74;0.0;839.46;1150619.0;1
c52_36.txt;40407.4;40407.36;0.0;620.49;967929.0;1
c52_37.txt;13734.6;13734.6;0.0;39.94;61163.0;1
c52_38.txt;15433.4;15433.39;0.0;1163.66;1680117.0;1
c52_39.txt;12592.6;12592.6;0.0;18.78;29610.0;1
c52_40.txt;13798.4;13798.4;0.0;58.27;76844.0;1
c52_41.txt;13337.0;13337.0;0.0;97.52;116822.0;1
c52_42.txt;16130.5;16130.5;0.0;307.36;378731.0;1
c52_43.txt;13936.0;13936.0;0.0;14.24;18493.0;1
c52_44.txt;15675.0;15675.0;0.0;42.32;53572.0;1
c52_45.txt;14560.2;14560.2;0.0;30.69;37089.0;1
c52_46.txt;17211.4;17211.4;0.0;55.8;79795.0;1
c52_47.txt;14815.8;14815.8;0.0;4.67;6254.0;1
c52_48.txt;17281.4;17281.4;0.0;34.47;34599.0;1
c52_49.txt;19933.6;19933.58;0.0;2515.42;2833353.0;1
c52_50.txt;21818.6;21749.02;0.0;3600.0;3571096.0;0
c52_51.txt;22844.2;22844.19;0.0;234.34;372299.0;1
c52_52.txt;21348.4;21348.38;0.0;2212.29;2105230.0;1
c52_53.txt;20286.0;20285.98;0.0;541.81;692124.0;1
c52_54.txt;22161.5;22161.49;0.0;1259.05;1305733.0;1
c52_55.txt;20122.5;20122.49;0.0;328.44;334541.0;1
c52_56.txt;20903.0;20805.45;0.0;3600.0;3606735.0;0
c52_57.txt;23839.4;23839.38;0.0;241.8;306059.0;1
c52_58.txt;23934.8;23725.28;0.01;3600.0;3575694.0;0
c52_59.txt;22050.0;22049.98;0.0;627.77;754831.0;1
c52_60.txt;22549.8;22549.78;0.0;423.22;424365.0;1
c52_61.txt;56409.6;56409.55;0.0;1838.68;1678779.0;1
c52_62.txt;45254.4;45029.14;0.0;3600.0;3364009.0;0
c52_63.txt;50528.0;50527.95;0.0;1748.0;1980934.0;1
c52_64.txt;50240.2;50061.73;0.0;3600.0;4415920.0;0
c52_65.txt;62263.0;62262.94;0.0;596.82;705113.0;1
c52_66.txt;48396.5;48396.46;0.0;891.94;780726.0;1
c52_67.txt;57859.0;57858.94;0.0;1158.98;1052420.0;1
c52_68.txt;46834.0;46833.96;0.0;1934.86;1776898.0;1
c52_69.txt;58657.4;58657.34;0.0;2391.84;1883456.0;1
c52_70.txt;47579.2;47489.17;0.0;3600.0;2668618.0;0
c52_71.txt;61125.2;61125.14;0.0;448.57;488910.0;1
c52_72.txt;48307.4;48307.35;0.0;1527.52;2027340.0;1
c52_73.txt;16923.6;16923.6;0.0;0.1;192.0;1
c52_74.txt;22493.8;22493.8;0.0;0.07;68.0;1
